S_No,index,Time,Date,Date2,season,yr,mnth,day,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total,https://archive.ics.uci.edu/ml/datasets/bike+sharing+dataset
211,204,9/1/2011 18:00,9/1/2011,9,1,0,1,9,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,
212,205,9/1/2011 19:00,9/1/2011,9,1,0,1,9,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,
213,206,9/1/2011 20:00,9/1/2011,9,1,0,1,9,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,
214,207,9/1/2011 21:00,9/1/2011,9,1,0,1,9,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,
215,208,9/1/2011 22:00,9/1/2011,9,1,0,1,9,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,
216,209,9/1/2011 23:00,9/1/2011,9,1,0,1,9,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,
217,210,10/1/2011 0:00,10/1/2011,10,1,0,1,10,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,
218,211,10/1/2011 1:00,10/1/2011,10,1,0,1,10,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,
219,212,10/1/2011 2:00,10/1/2011,10,1,0,1,10,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,
220,213,10/1/2011 3:00,10/1/2011,10,1,0,1,10,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,
221,214,10/1/2011 4:00,10/1/2011,10,1,0,1,10,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,
222,215,10/1/2011 5:00,10/1/2011,10,1,0,1,10,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,
223,216,10/1/2011 6:00,10/1/2011,10,1,0,1,10,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,
224,217,10/1/2011 7:00,10/1/2011,10,1,0,1,10,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,
225,218,10/1/2011 8:00,10/1/2011,10,1,0,1,10,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,
226,219,10/1/2011 9:00,10/1/2011,10,1,0,1,10,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,
227,220,10/1/2011 10:00,10/1/2011,10,1,0,1,10,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,
228,221,10/1/2011 11:00,10/1/2011,10,1,0,1,10,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,
229,222,10/1/2011 12:00,10/1/2011,10,1,0,1,10,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,
230,223,10/1/2011 13:00,10/1/2011,10,1,0,1,10,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,
231,224,10/1/2011 14:00,10/1/2011,10,1,0,1,10,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,
232,225,10/1/2011 15:00,10/1/2011,10,1,0,1,10,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,
233,226,10/1/2011 16:00,10/1/2011,10,1,0,1,10,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,
234,227,10/1/2011 17:00,10/1/2011,10,1,0,1,10,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,
235,228,10/1/2011 18:00,10/1/2011,10,1,0,1,10,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,
236,229,10/1/2011 19:00,10/1/2011,10,1,0,1,10,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,
237,230,10/1/2011 20:00,10/1/2011,10,1,0,1,10,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,
238,231,10/1/2011 21:00,10/1/2011,10,1,0,1,10,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,
239,232,10/1/2011 22:00,10/1/2011,10,1,0,1,10,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,
240,233,10/1/2011 23:00,10/1/2011,10,1,0,1,10,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,
241,234,11/1/2011 0:00,11/1/2011,11,1,0,1,11,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,
242,235,11/1/2011 1:00,11/1/2011,11,1,0,1,11,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,
243,236,11/1/2011 2:00,11/1/2011,11,1,0,1,11,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,
244,,11/1/2011 3:00,,11,1,0,1,11,3,0,2,1,,,,,,,,,
245,,11/1/2011 4:00,,11,1,0,1,11,4,0,2,1,,,,,,,,,
246,237,11/1/2011 5:00,11/1/2011,11,1,0,1,11,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,
247,238,11/1/2011 6:00,11/1/2011,11,1,0,1,11,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,
248,239,11/1/2011 7:00,11/1/2011,11,1,0,1,11,7,0,2,1,2,0.16,0.2273,0.55,0,2,97,99,
249,240,11/1/2011 8:00,11/1/2011,11,1,0,1,11,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,
250,241,11/1/2011 9:00,11/1/2011,11,1,0,1,11,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,
251,242,11/1/2011 10:00,11/1/2011,11,1,0,1,11,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,
252,243,11/1/2011 11:00,11/1/2011,11,1,0,1,11,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,
253,244,11/1/2011 12:00,11/1/2011,11,1,0,1,11,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,
254,245,11/1/2011 13:00,11/1/2011,11,1,0,1,11,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,
255,246,11/1/2011 14:00,11/1/2011,11,1,0,1,11,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,
256,247,11/1/2011 15:00,11/1/2011,11,1,0,1,11,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,
257,248,11/1/2011 16:00,11/1/2011,11,1,0,1,11,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,
258,249,11/1/2011 17:00,11/1/2011,11,1,0,1,11,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,
259,250,11/1/2011 18:00,11/1/2011,11,1,0,1,11,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,
260,251,11/1/2011 19:00,11/1/2011,11,1,0,1,11,19,0,2,1,3,0.16,0.2273,0.93,0,0,51,51,
261,252,11/1/2011 20:00,11/1/2011,11,1,0,1,11,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,
262,253,11/1/2011 21:00,11/1/2011,11,1,0,1,11,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,
263,254,11/1/2011 22:00,11/1/2011,11,1,0,1,11,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,
264,255,11/1/2011 23:00,11/1/2011,11,1,0,1,11,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,
265,256,12/1/2011 0:00,12/1/2011,12,1,0,1,12,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,
266,257,12/1/2011 1:00,12/1/2011,12,1,0,1,12,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,
267,258,12/1/2011 2:00,12/1/2011,12,1,0,1,12,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,
268,,12/1/2011 3:00,,12,1,0,1,12,3,0,3,1,,,,,,,,,
269,,12/1/2011 4:00,,12,1,0,1,12,4,0,3,1,,,,,,,,,
270,259,12/1/2011 5:00,12/1/2011,12,1,0,1,12,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,
271,260,12/1/2011 6:00,12/1/2011,12,1,0,1,12,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,
272,261,12/1/2011 7:00,12/1/2011,12,1,0,1,12,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,
273,262,12/1/2011 8:00,12/1/2011,12,1,0,1,12,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,
274,263,12/1/2011 9:00,12/1/2011,12,1,0,1,12,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,
275,264,12/1/2011 10:00,12/1/2011,12,1,0,1,12,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,
276,265,12/1/2011 11:00,12/1/2011,12,1,0,1,12,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,
277,266,12/1/2011 12:00,12/1/2011,12,1,0,1,12,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,
278,267,12/1/2011 13:00,12/1/2011,12,1,0,1,12,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,
279,268,12/1/2011 14:00,12/1/2011,12,1,0,1,12,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,
280,269,12/1/2011 15:00,12/1/2011,12,1,0,1,12,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,
281,270,12/1/2011 16:00,12/1/2011,12,1,0,1,12,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,
282,271,12/1/2011 17:00,12/1/2011,12,1,0,1,12,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,
283,272,12/1/2011 18:00,12/1/2011,12,1,0,1,12,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,
284,273,12/1/2011 19:00,12/1/2011,12,1,0,1,12,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,
285,274,12/1/2011 20:00,12/1/2011,12,1,0,1,12,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,
286,275,12/1/2011 21:00,12/1/2011,12,1,0,1,12,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,
287,276,12/1/2011 22:00,12/1/2011,12,1,0,1,12,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,
288,277,12/1/2011 23:00,12/1/2011,12,1,0,1,12,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,
289,278,13/1/2011 0:00,13/1/2011,13,1,0,1,13,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,
290,279,13/1/2011 1:00,13/1/2011,13,1,0,1,13,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,
291,280,13/1/2011 2:00,13/1/2011,13,1,0,1,13,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,
292,281,13/1/2011 3:00,13/1/2011,13,1,0,1,13,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,
293,282,13/1/2011 4:00,13/1/2011,13,1,0,1,13,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,
294,283,13/1/2011 5:00,13/1/2011,13,1,0,1,13,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,
295,284,13/1/2011 6:00,13/1/2011,13,1,0,1,13,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,
296,285,13/1/2011 7:00,13/1/2011,13,1,0,1,13,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,
297,286,13/1/2011 8:00,13/1/2011,13,1,0,1,13,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,
298,287,13/1/2011 9:00,13/1/2011,13,1,0,1,13,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,
299,288,13/1/2011 10:00,13/1/2011,13,1,0,1,13,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,
300,289,13/1/2011 11:00,13/1/2011,13,1,0,1,13,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,
301,290,13/1/2011 12:00,13/1/2011,13,1,0,1,13,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,
302,291,13/1/2011 13:00,13/1/2011,13,1,0,1,13,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,
303,292,13/1/2011 14:00,13/1/2011,13,1,0,1,13,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,
304,293,13/1/2011 15:00,13/1/2011,13,1,0,1,13,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,
305,294,13/1/2011 16:00,13/1/2011,13,1,0,1,13,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,
306,295,13/1/2011 17:00,13/1/2011,13,1,0,1,13,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,
307,296,13/1/2011 18:00,13/1/2011,13,1,0,1,13,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,
308,297,13/1/2011 19:00,13/1/2011,13,1,0,1,13,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,
309,298,13/1/2011 20:00,13/1/2011,13,1,0,1,13,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,
310,299,13/1/2011 21:00,13/1/2011,13,1,0,1,13,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,
311,300,13/1/2011 22:00,13/1/2011,13,1,0,1,13,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,
312,301,13/1/2011 23:00,13/1/2011,13,1,0,1,13,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,
313,302,14/1/2011 0:00,14/1/2011,14,1,0,1,14,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,
314,303,14/1/2011 1:00,14/1/2011,14,1,0,1,14,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,
315,304,14/1/2011 2:00,14/1/2011,14,1,0,1,14,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,
316,305,14/1/2011 3:00,14/1/2011,14,1,0,1,14,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,
317,,14/1/2011 4:00,,14,1,0,1,14,4,0,5,1,,,,,,,,,
318,306,14/1/2011 5:00,14/1/2011,14,1,0,1,14,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,
319,307,14/1/2011 6:00,14/1/2011,14,1,0,1,14,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17,
320,308,14/1/2011 7:00,14/1/2011,14,1,0,1,14,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,
321,309,14/1/2011 8:00,14/1/2011,14,1,0,1,14,8,0,5,1,1,0.12,0.1667,0.68,0,2,156,158,
322,310,14/1/2011 9:00,14/1/2011,14,1,0,1,14,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,
323,311,14/1/2011 10:00,14/1/2011,14,1,0,1,14,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,
324,312,14/1/2011 11:00,14/1/2011,14,1,0,1,14,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,
325,313,14/1/2011 12:00,14/1/2011,14,1,0,1,14,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,
326,314,14/1/2011 13:00,14/1/2011,14,1,0,1,14,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,
327,315,14/1/2011 14:00,14/1/2011,14,1,0,1,14,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,
328,316,14/1/2011 15:00,14/1/2011,14,1,0,1,14,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,
329,317,14/1/2011 16:00,14/1/2011,14,1,0,1,14,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,
330,318,14/1/2011 17:00,14/1/2011,14,1,0,1,14,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,
331,319,14/1/2011 18:00,14/1/2011,14,1,0,1,14,18,0,5,1,1,0.2,0.2576,0.47,0,5,134,139,
332,320,14/1/2011 19:00,14/1/2011,14,1,0,1,14,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,
333,321,14/1/2011 20:00,14/1/2011,14,1,0,1,14,20,0,5,1,1,0.18,0.2424,0.59,0,0,68,68,
334,322,14/1/2011 21:00,14/1/2011,14,1,0,1,14,21,0,5,1,1,0.16,0.2273,0.69,0,4,48,52,
335,323,14/1/2011 22:00,14/1/2011,14,1,0,1,14,22,0,5,1,2,0.16,0.2273,0.69,0,2,34,36,
336,324,14/1/2011 23:00,14/1/2011,14,1,0,1,14,23,0,5,1,2,0.18,0.2424,0.55,0,1,26,27,
337,325,15/1/2011 0:00,15/1/2011,15,1,0,1,15,0,0,6,0,1,0.18,0.2424,0.55,0,3,25,28,
338,326,15/1/2011 1:00,15/1/2011,15,1,0,1,15,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,
339,327,15/1/2011 2:00,15/1/2011,15,1,0,1,15,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,
340,328,15/1/2011 3:00,15/1/2011,15,1,0,1,15,3,0,6,0,2,0.16,0.2273,0.59,0,1,7,8,
341,329,15/1/2011 4:00,15/1/2011,15,1,0,1,15,4,0,6,0,2,0.16,0.2273,0.59,0,0,5,5,
342,330,15/1/2011 5:00,15/1/2011,15,1,0,1,15,5,0,6,0,1,0.16,0.2273,0.59,0,0,1,1,
343,331,15/1/2011 6:00,15/1/2011,15,1,0,1,15,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,
344,332,15/1/2011 7:00,15/1/2011,15,1,0,1,15,7,0,6,0,1,0.14,0.2121,0.63,0,1,9,10,
345,333,15/1/2011 8:00,15/1/2011,15,1,0,1,15,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,
346,334,15/1/2011 9:00,15/1/2011,15,1,0,1,15,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,
347,335,15/1/2011 10:00,15/1/2011,15,1,0,1,15,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,
348,336,15/1/2011 11:00,15/1/2011,15,1,0,1,15,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,
349,337,15/1/2011 12:00,15/1/2011,15,1,0,1,15,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,
350,338,15/1/2011 13:00,15/1/2011,15,1,0,1,15,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,
351,339,15/1/2011 14:00,15/1/2011,15,1,0,1,15,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,
352,340,15/1/2011 15:00,15/1/2011,15,1,0,1,15,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,
353,341,15/1/2011 16:00,15/1/2011,15,1,0,1,15,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,
354,342,15/1/2011 17:00,15/1/2011,15,1,0,1,15,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,
355,343,15/1/2011 18:00,15/1/2011,15,1,0,1,15,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,
356,344,15/1/2011 19:00,15/1/2011,15,1,0,1,15,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,
357,345,15/1/2011 20:00,15/1/2011,15,1,0,1,15,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,
358,346,15/1/2011 21:00,15/1/2011,15,1,0,1,15,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,
359,347,15/1/2011 22:00,15/1/2011,15,1,0,1,15,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,
360,348,15/1/2011 23:00,15/1/2011,15,1,0,1,15,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,
361,349,16/1/2011 0:00,16/1/2011,16,1,0,1,16,0,0,0,0,1,0.26,0.303,0.56,0,6,33,39,
362,350,16/1/2011 1:00,16/1/2011,16,1,0,1,16,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,
363,351,16/1/2011 2:00,16/1/2011,16,1,0,1,16,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,
364,352,16/1/2011 3:00,16/1/2011,16,1,0,1,16,3,0,0,0,1,0.22,0.2727,0.69,0,9,6,15,
365,353,16/1/2011 4:00,16/1/2011,16,1,0,1,16,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,
366,354,16/1/2011 5:00,16/1/2011,16,1,0,1,16,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,
367,355,16/1/2011 6:00,16/1/2011,16,1,0,1,16,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,
368,356,16/1/2011 7:00,16/1/2011,16,1,0,1,16,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,
369,357,16/1/2011 8:00,16/1/2011,16,1,0,1,16,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,
370,358,16/1/2011 9:00,16/1/2011,16,1,0,1,16,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,
371,359,16/1/2011 10:00,16/1/2011,16,1,0,1,16,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,
372,360,16/1/2011 11:00,16/1/2011,16,1,0,1,16,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,
373,361,16/1/2011 12:00,16/1/2011,16,1,0,1,16,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,
374,362,16/1/2011 13:00,16/1/2011,16,1,0,1,16,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,
375,363,16/1/2011 14:00,16/1/2011,16,1,0,1,16,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,
376,364,16/1/2011 15:00,16/1/2011,16,1,0,1,16,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,
377,365,16/1/2011 16:00,16/1/2011,16,1,0,1,16,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,
378,366,16/1/2011 17:00,16/1/2011,16,1,0,1,16,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,
379,367,16/1/2011 18:00,16/1/2011,16,1,0,1,16,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,
380,368,16/1/2011 19:00,16/1/2011,16,1,0,1,16,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,
381,369,16/1/2011 20:00,16/1/2011,16,1,0,1,16,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,
382,370,16/1/2011 21:00,16/1/2011,16,1,0,1,16,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,
383,371,16/1/2011 22:00,16/1/2011,16,1,0,1,16,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,
384,372,16/1/2011 23:00,16/1/2011,16,1,0,1,16,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,
385,373,17/1/2011 0:00,17/1/2011,17,1,0,1,17,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,
386,374,17/1/2011 1:00,17/1/2011,17,1,0,1,17,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,
387,375,17/1/2011 2:00,17/1/2011,17,1,0,1,17,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,
388,376,17/1/2011 3:00,17/1/2011,17,1,0,1,17,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,
389,377,17/1/2011 4:00,17/1/2011,17,1,0,1,17,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,
390,378,17/1/2011 5:00,17/1/2011,17,1,0,1,17,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,
391,379,17/1/2011 6:00,17/1/2011,17,1,0,1,17,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,
392,380,17/1/2011 7:00,17/1/2011,17,1,0,1,17,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,
393,381,17/1/2011 8:00,17/1/2011,17,1,0,1,17,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,
394,382,17/1/2011 9:00,17/1/2011,17,1,0,1,17,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,
395,383,17/1/2011 10:00,17/1/2011,17,1,0,1,17,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,
396,384,17/1/2011 11:00,17/1/2011,17,1,0,1,17,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,
397,385,17/1/2011 12:00,17/1/2011,17,1,0,1,17,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,
398,386,17/1/2011 13:00,17/1/2011,17,1,0,1,17,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,
399,387,17/1/2011 14:00,17/1/2011,17,1,0,1,17,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,
400,388,17/1/2011 15:00,17/1/2011,17,1,0,1,17,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,
401,389,17/1/2011 16:00,17/1/2011,17,1,0,1,17,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,
402,390,17/1/2011 17:00,17/1/2011,17,1,0,1,17,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,
403,391,17/1/2011 18:00,17/1/2011,17,1,0,1,17,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,
404,392,17/1/2011 19:00,17/1/2011,17,1,0,1,17,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,
405,393,17/1/2011 20:00,17/1/2011,17,1,0,1,17,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,
406,394,17/1/2011 21:00,17/1/2011,17,1,0,1,17,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,
407,395,17/1/2011 22:00,17/1/2011,17,1,0,1,17,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,
408,396,17/1/2011 23:00,17/1/2011,17,1,0,1,17,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,
409,,18/1/2011 0:00,,18,1,0,1,18,0,0,2,1,,,,,,,,,
410,,18/1/2011 1:00,,18,1,0,1,18,1,0,2,1,,,,,,,,,
411,,18/1/2011 2:00,,18,1,0,1,18,2,0,2,1,,,,,,,,,
412,,18/1/2011 3:00,,18,1,0,1,18,3,0,2,1,,,,,,,,,
413,,18/1/2011 4:00,,18,1,0,1,18,4,0,2,1,,,,,,,,,
414,,18/1/2011 5:00,,18,1,0,1,18,5,0,2,1,,,,,,,,,
415,,18/1/2011 6:00,,18,1,0,1,18,6,0,2,1,,,,,,,,,
416,,18/1/2011 7:00,,18,1,0,1,18,7,0,2,1,,,,,,,,,
417,,18/1/2011 8:00,,18,1,0,1,18,8,0,2,1,,,,,,,,,
418,,18/1/2011 9:00,,18,1,0,1,18,9,0,2,1,,,,,,,,,
419,,18/1/2011 10:00,,18,1,0,1,18,10,0,2,1,,,,,,,,,
420,,18/1/2011 11:00,,18,1,0,1,18,11,0,2,1,,,,,,,,,
421,397,18/1/2011 12:00,18/1/2011,18,1,0,1,18,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,
422,398,18/1/2011 13:00,18/1/2011,18,1,0,1,18,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,
423,399,18/1/2011 14:00,18/1/2011,18,1,0,1,18,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,
424,400,18/1/2011 15:00,18/1/2011,18,1,0,1,18,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,
425,401,18/1/2011 16:00,18/1/2011,18,1,0,1,18,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,
